$GNRMC,072408.60,A,3600.77859,N,12919.12755,E,0.223,208.46,010620,,,A,V*0C
$GNRMC,072408.70,A,3600.77864,N,12919.12765,E,0.151,,010620,,,A,V*10
$GNGGA,072730.70,3600.77471,N,12919.14989,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*53
$GNGGA,072730.80,3600.77465,N,12919.14980,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5F
$GNGGA,072730.90,3600.77459,N,12919.14971,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*5E
$GNGGA,072731.00,3600.77453,N,12919.14962,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*56
$GNGGA,072731.10,3600.77448,N,12919.14953,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5E
$GNGGA,072731.20,3600.77443,N,12919.14945,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*52
$GNGGA,072731.30,3600.77438,N,12919.14936,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*5B
$GNGGA,072731.40,3600.77433,N,12919.14928,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5F
$GNGGA,072731.50,3600.77428,N,12919.14919,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*57
$GNGGA,072731.60,3600.77422,N,12919.14911,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*55
$GNGGA,072731.70,3600.77417,N,12919.14902,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*51
$GNGGA,072731.80,3600.77411,N,12919.14895,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*58
$GNGGA,072731.90,3600.77405,N,12919.14887,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*5E
$GNGGA,072732.00,3600.77399,N,12919.14879,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*5F
$GNGGA,072732.10,3600.77394,N,12919.14871,E,5,12,0.54,64.7,M,24.3,M,0.1,0000*5B
$GNGGA,072732.20,3600.77388,N,12919.14863,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*55
$GNGGA,072732.30,3600.77383,N,12919.14855,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*5B
$GNGGA,072732.40,3600.77378,N,12919.14846,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5D
$GNGGA,072732.50,3600.77373,N,12919.14838,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5F
$GNGGA,072732.60,3600.77367,N,12919.14830,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*52
$GNGGA,072732.70,3600.77361,N,12919.14823,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*56
$GNGGA,072732.80,3600.77355,N,12919.14815,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*54
$GNGGA,072732.90,3600.77350,N,12919.14808,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*5D
$GNGGA,072733.00,3600.77344,N,12919.14800,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*50
$GNGGA,072733.10,3600.77339,N,12919.14792,E,5,12,0.54,64.7,M,24.3,M,0.1,0000*5F
$GNGGA,072733.20,3600.77333,N,12919.14783,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*55
$GNGGA,072733.30,3600.77328,N,12919.14775,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*56
$GNGGA,072733.40,3600.77323,N,12919.14766,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5F
$GNGGA,072733.50,3600.77318,N,12919.14758,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5A
$GNGGA,072733.60,3600.77313,N,12919.14749,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*51
$GNGGA,072733.70,3600.77308,N,12919.14740,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*52
$GNGGA,072733.80,3600.77303,N,12919.14732,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5C
$GNGGA,072733.90,3600.77297,N,12919.14725,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*56
$GNGGA,072734.00,3600.77292,N,12919.14717,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*54
$GNGGA,072734.10,3600.77287,N,12919.14709,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5F
$GNGGA,072734.20,3600.77281,N,12919.14700,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*50
$GNGGA,072734.30,3600.77276,N,12919.14692,E,5,12,0.54,64.7,M,24.3,M,1.3,0000*52
$GNGGA,072734.40,3600.77271,N,12919.14684,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*53
$GNGGA,072734.50,3600.77266,N,12919.14675,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5B
$GNGGA,072734.60,3600.77261,N,12919.14667,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5F
$GNGGA,072734.70,3600.77255,N,12919.14659,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*55
$GNGGA,072734.80,3600.77250,N,12919.14650,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*59
$GNGGA,072734.90,3600.77244,N,12919.14642,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*5F
$GNGGA,072735.00,3600.77238,N,12919.14634,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*55
$GNGGA,072735.10,3600.77233,N,12919.14626,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5D
$GNGGA,072735.20,3600.77228,N,12919.14617,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*55
$GNGGA,072735.30,3600.77222,N,12919.14609,E,5,12,0.54,64.7,M,24.3,M,1.3,0000*50
$GNGGA,072735.40,3600.77218,N,12919.14601,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*50
$GNGGA,072735.50,3600.77213,N,12919.14593,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*53
$GNGGA,072735.60,3600.77209,N,12919.14584,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5E
$GNGGA,072735.70,3600.77204,N,12919.14576,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5E
$GNGGA,072735.80,3600.77200,N,12919.14568,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*55
$GNGGA,072735.90,3600.77194,N,12919.14560,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*53
$GNGGA,072736.00,3600.77189,N,12919.14553,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*5D
$GNGGA,072736.10,3600.77184,N,12919.14546,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*54
$GNGGA,072736.20,3600.77179,N,12919.14538,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*5F
$GNGGA,072736.30,3600.77174,N,12919.14531,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*5A
$GNGGA,072736.40,3600.77169,N,12919.14523,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*55
$GNGGA,072736.50,3600.77164,N,12919.14516,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5E
$GNGGA,072736.60,3600.77160,N,12919.14508,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*55
$GNGGA,072736.70,3600.77154,N,12919.14501,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5B
$GNGGA,072736.80,3600.77149,N,12919.14493,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5D
$GNGGA,072736.90,3600.77144,N,12919.14486,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*54
$GNGGA,072737.00,3600.77139,N,12919.14479,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*5E
$GNGGA,072737.10,3600.77133,N,12919.14472,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5F
$GNGGA,072737.20,3600.77128,N,12919.14464,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*52
$GNGGA,072737.30,3600.77123,N,12919.14456,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*59
$GNGGA,072737.40,3600.77118,N,12919.14449,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5F
$GNGGA,072737.50,3600.77113,N,12919.14441,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5C
$GNGGA,072737.60,3600.77108,N,12919.14433,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*53
$GNGGA,072737.70,3600.77103,N,12919.14425,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5F
$GNGGA,072737.80,3600.77098,N,12919.14417,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5D
$GNGGA,072737.90,3600.77094,N,12919.14409,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*5E
$GNGGA,072738.00,3600.77089,N,12919.14402,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*57
$GNGGA,072738.10,3600.77084,N,12919.14394,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*52
$GNGGA,072738.20,3600.77079,N,12919.14387,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*53
$GNGGA,072738.30,3600.77073,N,12919.14378,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*59
$GNGGA,072738.40,3600.77068,N,12919.14370,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5B
$GNGGA,072738.50,3600.77063,N,12919.14362,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*53
$GNGGA,072738.60,3600.77058,N,12919.14354,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5E
$GNGGA,072738.70,3600.77054,N,12919.14346,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*51
$GNGGA,072738.80,3600.77050,N,12919.14338,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5C
$GNGGA,072738.90,3600.77046,N,12919.14331,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*52
$GNGGA,072739.00,3600.77042,N,12919.14323,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*55
$GNGGA,072739.10,3600.77036,N,12919.14316,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*50
$GNGGA,072739.20,3600.77031,N,12919.14308,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*59
$GNGGA,072739.30,3600.77026,N,12919.14299,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*56
$GNGGA,072739.40,3600.77022,N,12919.14291,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5A
$GNGGA,072739.50,3600.77017,N,12919.14283,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5F
$GNGGA,072739.60,3600.77012,N,12919.14275,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*53
$GNGGA,072739.70,3600.77007,N,12919.14267,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*54
$GNGGA,072739.80,3600.77002,N,12919.14259,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5C
$GNGGA,072739.90,3600.76997,N,12919.14252,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*53
$GNGGA,072740.00,3600.76992,N,12919.14244,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*5E
$GNGGA,072740.10,3600.76986,N,12919.14236,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*5E
$GNGGA,072740.20,3600.76981,N,12919.14229,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*56
$GNGGA,072740.30,3600.76975,N,12919.14222,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*56
$GNGGA,072740.40,3600.76969,N,12919.14215,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5F
$GNGGA,072740.50,3600.76964,N,12919.14208,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5E
$GNGGA,072740.60,3600.76959,N,12919.14201,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*59
$GNGGA,072740.70,3600.76954,N,12919.14194,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5B
$GNGGA,072740.80,3600.76951,N,12919.14186,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*5D
$GNGGA,072740.90,3600.76946,N,12919.14179,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072741.00,3600.76941,N,12919.14172,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*57
$GNGGA,072741.10,3600.76936,N,12919.14164,E,5,12,0.54,64.7,M,24.3,M,0.1,0000*51
$GNGGA,072741.20,3600.76931,N,12919.14157,E,5,12,0.54,64.7,M,24.3,M,0.2,0000*56
$GNGGA,072741.30,3600.76925,N,12919.14151,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*55
$GNGGA,072741.40,3600.76919,N,12919.14144,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5F
$GNGGA,072741.50,3600.76914,N,12919.14138,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*59
$GNGGA,072741.60,3600.76908,N,12919.14131,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*5C
$GNGGA,072741.70,3600.76903,N,12919.14123,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*54
$GNGGA,072741.80,3600.76899,N,12919.14116,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*50
$GNGGA,072741.90,3600.76894,N,12919.14109,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*53
$GNGGA,072742.00,3600.76890,N,12919.14102,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5F
$GNGGA,072742.10,3600.76884,N,12919.14095,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*55
$GNGGA,072742.20,3600.76879,N,12919.14088,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*5A
$GNGGA,072742.30,3600.76872,N,12919.14081,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*59
$GNGGA,072742.40,3600.76866,N,12919.14074,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*57
$GNGGA,072742.50,3600.76860,N,12919.14067,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*53
$GNGGA,072742.60,3600.76854,N,12919.14060,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*53
$GNGGA,072742.70,3600.76848,N,12919.14054,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*59
$GNGGA,072742.80,3600.76843,N,12919.14048,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5F
$GNGGA,072742.90,3600.76839,N,12919.14043,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*59
$GNGGA,072743.00,3600.76834,N,12919.14036,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*56
$GNGGA,072743.10,3600.76830,N,12919.14028,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5D
$GNGGA,072743.20,3600.76826,N,12919.14020,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*52
$GNGGA,072743.30,3600.76822,N,12919.14011,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*55
$GNGGA,072743.40,3600.76817,N,12919.14004,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*57
$GNGGA,072743.50,3600.76812,N,12919.13997,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*56
$GNGGA,072743.60,3600.76807,N,12919.13990,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*55
$GNGGA,072743.70,3600.76802,N,12919.13983,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*52
$GNGGA,072743.80,3600.76798,N,12919.13977,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*55
$GNGGA,072743.90,3600.76794,N,12919.13969,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*56
$GNGGA,072744.00,3600.76791,N,12919.13961,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5D
$GNGGA,072744.10,3600.76788,N,12919.13953,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*54
$GNGGA,072744.20,3600.76784,N,12919.13945,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5F
$GNGGA,072744.30,3600.76780,N,12919.13939,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*51
$GNGGA,072744.40,3600.76775,N,12919.13932,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*50
$GNGGA,072744.50,3600.76771,N,12919.13926,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*51
$GNGGA,072744.60,3600.76766,N,12919.13921,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*50
$GNGGA,072744.70,3600.76762,N,12919.13915,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*53
$GNGGA,072744.80,3600.76759,N,12919.13908,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*57
$GNGGA,072744.90,3600.76756,N,12919.13901,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*51
$GNGGA,072745.00,3600.76754,N,12919.13895,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5F
$GNGGA,072745.10,3600.76752,N,12919.13889,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*54
$GNGGA,072745.20,3600.76751,N,12919.13883,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5D
$GNGGA,072745.30,3600.76750,N,12919.13877,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*56
$GNGGA,072745.40,3600.76748,N,12919.13872,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5A
$GNGGA,072745.50,3600.76747,N,12919.13868,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*5F
$GNGGA,072745.60,3600.76745,N,12919.13867,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*52
$GNGGA,072745.70,3600.76743,N,12919.13866,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*55
$GNGGA,072745.80,3600.76742,N,12919.13866,E,5,12,0.54,64.7,M,24.3,M,0.8,0000*54
$GNGGA,072745.90,3600.76742,N,12919.13864,E,5,12,0.54,64.7,M,24.3,M,0.9,0000*56
$GNGGA,072746.00,3600.76742,N,12919.13862,E,5,12,0.54,64.7,M,24.3,M,1.0,0000*52
$GNGGA,072746.10,3600.76742,N,12919.13860,E,5,12,0.54,64.7,M,24.3,M,1.1,0000*50
$GNGGA,072746.20,3600.76743,N,12919.13858,E,5,12,0.54,64.7,M,24.3,M,1.2,0000*5A
$GNGGA,072746.30,3600.76745,N,12919.13856,E,5,12,0.54,64.7,M,24.3,M,0.3,0000*53
$GNGGA,072746.40,3600.76748,N,12919.13854,E,5,12,0.54,64.7,M,24.3,M,0.4,0000*5C
$GNGGA,072746.50,3600.76753,N,12919.13852,E,5,12,0.54,64.7,M,24.3,M,0.5,0000*50
$GNGGA,072746.60,3600.76759,N,12919.13851,E,5,12,0.54,64.7,M,24.3,M,0.6,0000*59
$GNGGA,072746.70,3600.76764,N,12919.13848,E,5,12,0.54,64.7,M,24.3,M,0.7,0000*5F
$GNGGA,072746.80,3600.76768,N,12919.13845,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5F
$GNGGA,072746.90,3600.76772,N,12919.13841,E,5,12,0.56,64.6,M,24.3,M,0.9,0000*52
$GNGGA,072747.00,3600.76776,N,12919.13836,E,5,12,0.56,64.6,M,24.3,M,1.0,0000*56
$GNGGA,072747.10,3600.76782,N,12919.13830,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*59
$GNGGA,072747.20,3600.76788,N,12919.13824,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*57
$GNGGA,072747.30,3600.76793,N,12919.13818,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*52
$GNGGA,072747.40,3600.76799,N,12919.13813,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*53
$GNGGA,072747.50,3600.76804,N,12919.13807,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5D
$GNGGA,072747.60,3600.76810,N,12919.13802,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5D
$GNGGA,072747.70,3600.76816,N,12919.13796,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*59
$GNGGA,072747.80,3600.76822,N,12919.13790,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*58
$GNGGA,072747.90,3600.76829,N,12919.13783,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*51
$GNGGA,072748.00,3600.76834,N,12919.13778,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*57
$GNGGA,072748.10,3600.76840,N,12919.13772,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5E
$GNGGA,072748.20,3600.76846,N,12919.13765,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*5F
$GNGGA,072748.30,3600.76851,N,12919.13759,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*56
$GNGGA,072748.40,3600.76856,N,12919.13753,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5B
$GNGGA,072748.50,3600.76861,N,12919.13748,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*55
$GNGGA,072748.60,3600.76867,N,12919.13744,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5F
$GNGGA,072748.70,3600.76872,N,12919.13739,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*51
$GNGGA,072748.80,3600.76878,N,12919.13733,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*51
$GNGGA,072748.90,3600.76884,N,12919.13727,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*57
$GNGGA,072749.00,3600.76890,N,12919.13722,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*57
$GNGGA,072749.10,3600.76896,N,12919.13716,E,5,12,0.54,64.6,M,24.3,M,0.1,0000*57
$GNGGA,072749.20,3600.76901,N,12919.13711,E,5,12,0.54,64.6,M,24.3,M,0.2,0000*5F
$GNGGA,072749.30,3600.76907,N,12919.13705,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*5C
$GNGGA,072749.40,3600.76913,N,12919.13699,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5D
$GNGGA,072749.50,3600.76918,N,12919.13695,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5A
$GNGGA,072749.60,3600.76924,N,12919.13691,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*51
$GNGGA,072749.70,3600.76929,N,12919.13687,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5B
$GNGGA,072749.80,3600.76935,N,12919.13683,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*52
$GNGGA,072749.90,3600.76940,N,12919.13677,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5B
$GNGGA,072750.00,3600.76946,N,12919.13671,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*52
$GNGGA,072750.10,3600.76952,N,12919.13665,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*52
$GNGGA,072750.20,3600.76957,N,12919.13659,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*58
$GNGGA,072750.30,3600.76961,N,12919.13653,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*57
$GNGGA,072750.40,3600.76967,N,12919.13646,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*54
$GNGGA,072750.50,3600.76972,N,12919.13640,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*56
$GNGGA,072750.60,3600.76977,N,12919.13635,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*51
$GNGGA,072750.70,3600.76982,N,12919.13630,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5E
$GNGGA,072750.80,3600.76987,N,12919.13625,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*5F
$GNGGA,072750.90,3600.76993,N,12919.13620,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5F
$GNGGA,072751.00,3600.76999,N,12919.13615,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*53
$GNGGA,072751.10,3600.77005,N,12919.13609,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*53
$GNGGA,072751.20,3600.77011,N,12919.13603,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*5C
$GNGGA,072751.30,3600.77016,N,12919.13597,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*54
$GNGGA,072751.40,3600.77021,N,12919.13590,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*57
$GNGGA,072751.50,3600.77026,N,12919.13584,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*55
$GNGGA,072751.60,3600.77031,N,12919.13578,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*50
$GNGGA,072751.70,3600.77036,N,12919.13572,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5D
$GNGGA,072751.80,3600.77040,N,12919.13568,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*57
$GNGGA,072751.90,3600.77046,N,12919.13563,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5A
$GNGGA,072752.00,3600.77051,N,12919.13558,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*56
$GNGGA,072752.10,3600.77057,N,12919.13552,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5A
$GNGGA,072752.20,3600.77063,N,12919.13546,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*58
$GNGGA,072752.30,3600.77069,N,12919.13540,E,5,12,0.54,64.6,M,24.3,M,1.3,0000*54
$GNGGA,072752.40,3600.77074,N,12919.13534,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*5A
$GNGGA,072752.50,3600.77079,N,12919.13528,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*5A
$GNGGA,072752.60,3600.77084,N,12919.13522,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*52
$GNGGA,072752.70,3600.77089,N,12919.13515,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*5B
$GNGGA,072752.80,3600.77094,N,12919.13510,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*52
$GNGGA,072752.90,3600.77099,N,12919.13506,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*58
$GNGGA,072753.00,3600.77104,N,12919.13501,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*5A
$GNGGA,072753.10,3600.77110,N,12919.13496,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*50
$GNGGA,072753.20,3600.77115,N,12919.13491,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*52
$GNGGA,072753.30,3600.77121,N,12919.13485,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*51
$GNGGA,072753.40,3600.77127,N,12919.13478,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*55
$GNGGA,072753.50,3600.77133,N,12919.13471,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*59
$GNGGA,072753.60,3600.77138,N,12919.13465,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*57
$GNGGA,072753.70,3600.77144,N,12919.13458,E,5,12,0.54,64.6,M,24.3,M,0.7,0000*52
$GNGGA,072753.80,3600.77149,N,12919.13452,E,5,12,0.54,64.6,M,24.3,M,0.8,0000*55
$GNGGA,072753.90,3600.77155,N,12919.13445,E,5,12,0.54,64.6,M,24.3,M,0.9,0000*5E
$GNGGA,072754.00,3600.77161,N,12919.13439,E,5,12,0.54,64.6,M,24.3,M,1.0,0000*54
$GNGGA,072754.10,3600.77167,N,12919.13434,E,5,12,0.54,64.6,M,24.3,M,1.1,0000*5F
$GNGGA,072754.20,3600.77174,N,12919.13429,E,5,12,0.54,64.6,M,24.3,M,1.2,0000*51
$GNGGA,072754.30,3600.77180,N,12919.13422,E,5,12,0.54,64.6,M,24.3,M,0.3,0000*50
$GNGGA,072754.40,3600.77187,N,12919.13417,E,5,12,0.54,64.6,M,24.3,M,0.4,0000*51
$GNGGA,072754.50,3600.77193,N,12919.13411,E,5,12,0.54,64.6,M,24.3,M,0.5,0000*52
$GNGGA,072754.60,3600.77198,N,12919.13406,E,5,12,0.54,64.6,M,24.3,M,0.6,0000*5F
$GNGGA,072754.70,3600.77204,N,12919.13401,E,5,12,0.56,64.6,M,24.3,M,0.7,0000*5C
$GNGGA,072754.80,3600.77210,N,12919.13395,E,5,12,0.56,64.6,M,24.3,M,0.8,0000*53
